id,Longitude,Latitude
15266855,2.4291725898392,35.9853241851996
15266863,2.35205421890589,35.964706459455
15266883,2.81055470891979,34.8861980425254
15385201,-16.9430059743177,32.6926139357106
15385202,-16.9049042107998,32.6858334779803
15385223,-7.9134716663753,42.4804168413358
15385225,-7.17104768152469,42.3713300549301
15385226,-7.83492597055769,42.3583334215998
15385236,-7.39493040385223,41.9479166855705
15385262,-8.3833010126681,41.7312500187512
15385275,-7.33428426172432,41.6367429664658
15385286,-8.05016529914441,41.5229166852722
15385294,-7.30634042036958,41.4506947749744
15385302,-7.41074888624286,41.3333334184354
15385308,-8.0152507427482,41.2854166851074
15385309,-7.07106676841397,41.2776043510921
15385310,-8.01634267094288,41.2762501592906
15385312,-7.02064387425814,41.2475380655856
15385320,-8.23512105829122,41.2041667513769
15385327,-7.59607433575827,41.1114585859486
15385329,-7.82794438494844,41.1104166849869
15385331,-7.59747842599206,41.1020833516478
15385340,-8.17616966621804,41.0645833516221
15385342,-8.08569986120506,41.047916684944
15385344,-8.09441651586879,41.0341353149611
15385350,-7.8014601075372,41.0270833515964
15385351,-7.56900856659872,41.0229166849269
15385353,-7.58509712172587,41.0187500182573
15385358,-8.0105306138183,40.9750000840197
15385363,-7.96525803475515,40.8970834945011
15385364,-7.41991410261583,40.8721281943945
15385365,-7.71859997304814,40.8854166848329
15385367,-7.29984897618358,40.8493844789001
15385368,-8.06517399789584,40.8586312578666
15385373,-7.57970487044281,40.7375701208112
15385377,-8.31392116607992,40.710416684714
15385381,-7.59411151679117,40.6645833513496
15385384,-7.3265255942206,40.5869527993159
15385393,-3.41129332581843,40.3437501722212
15385396,-8.26382674835525,40.260416855485
15385397,-5.45620416756834,40.2306091457491
15385398,-7.56171438955627,40.1909346871759
15385402,-8.36149904074286,40.0562505271362
15385403,-7.12131926535295,40.0395833509313
15385404,-7.60804157410974,39.2513899909903
15385406,-8.76375252822133,39.0895835144121
15385408,-9.07191323640675,39.0229166836024
15385410,-9.17181042687412,38.8625000778757
15385413,-4.36544279319996,37.8312500161865
15385415,-5.18920335487722,37.3902245119409
15385416,-5.20550798341001,37.1950525256099
15385418,-1.1081653697607,34.9479168223217
15385419,-1.86181038391283,34.8937501357833
15385420,-6.50671453475977,33.6595834571243
15385421,-9.38732302935164,30.5554512232718
15385466,3.37545403855593,39.5666667465472
15385477,6.60816265802755,36.9220834764725
15385495,5.13283915907814,36.6059170398901
15385497,6.42545451772978,36.5708334049557
15385498,3.29641142486275,36.5562500154151
15385505,3.32529402142384,36.504166738113
15385506,1.92685606184049,36.4718752266839
15385509,4.14377832671948,36.4458334046259
15385513,2.05609590571261,36.3943455984139
15385514,3.84936966764691,36.3973959869146
15385515,1.83429635738193,36.3891205069894
15385516,2.06769028259197,36.3854166819806
15385521,3.0176330793372,36.3572918344609
15385523,2.23223644640814,36.3479166819585
15385525,4.15788683989287,36.2953705646674
15385531,2.65452710243549,36.1395833485026
15385532,2.65520654222804,36.129167002561
15385533,2.64901602612777,36.1291667371283
15385534,3.66884183576591,36.0711312096786
15385535,2.24742493146378,36.0666667369652
15385536,2.73867844083466,36.0375000702225
15385537,2.78791423429798,36.0273438881997
15385538,2.75275578176923,36.022569586543
15385539,1.99715600054886,36.0222223421014
15385540,2.08262968931861,35.9750000700597
15385541,2.04766814657601,35.959921185025
15385542,2.4581567543732,35.9645833484003
15385543,2.30604823053043,35.9562500150621
15385544,2.32381908995384,35.9479166817239
15385545,1.76236715445431,35.9281250567818
15385546,2.3182865457489,35.9201391349262
15385547,1.28110191188547,35.9187501609021
15385548,2.10872309929404,35.8916667365097
15385549,6.51338294368948,35.8854166816875
15385550,1.70504250253494,35.7750000695406
15385551,5.3689211936,35.7687500149531
15385552,5.5924641949206,35.6979168307916
15385556,3.6987296348145,35.2979166813485
15385558,6.23319347527246,35.0132302064068
15385559,2.6553639463153,34.9270833478042
15385560,0.678382947813084,34.9187500144661
15385561,0.675470628834786,34.8852909391721
15385562,0.428476856377969,34.7437501544746
15536384,-16.6234487225635,13.7375000234207
15536386,-13.0064509555605,11.9854166709112
15536407,-6.99758654386441,43.087500090583
15536408,-6.96229937563547,43.0837966010286
15536409,-6.94552989761632,43.0812500197218
15536411,-9.12054175507491,42.8795811986619
15536413,-8.82110554076868,42.8682878068055
15536414,-8.87454614697616,42.7312500194656
15536415,-6.74363562651443,42.7229166861262
15536416,-9.00796183438004,42.7125002755488
15536417,-8.88798180099871,42.7062500194475
15536418,-8.56664611466171,42.6923611901639
15536420,-9.0030181857884,42.6666673081755
15536424,-6.79054029140986,42.3643323594668
15536425,-6.73138706131347,42.2999171048109
15536426,-7.86847925741237,42.2208334211692
15536427,-7.8960900798124,42.2166667544895
15536428,-7.87947197645889,42.2187500190963
15536429,-8.20860145469631,42.1104166856858
15536431,-7.07223969736688,42.0437500189718
15536435,-6.93303896194581,42.0020833522755
15536437,-8.56709365999113,41.9684174238322
15536438,-8.48747548652742,41.9697919397333
15536439,-8.49854450471795,41.9687500189186
15536441,-6.92244778403482,41.9562500189098
15536442,-8.39608201911729,41.9186623340168
15536444,-8.38650812565842,41.8761379241392
15536445,-7.36578546431311,41.8895835333838
15536446,-8.45287389781458,41.8708336083719
15536447,-8.45221675124799,41.8729166855176
15536450,-7.36426245476358,41.8520833521695
15536451,-7.35600557934363,41.8451389701198
15536452,-8.3577165956061,41.8348961859783
15536453,-8.85076726782515,41.8254168654016
15536454,-8.30637215744442,41.8270833521519
15536455,-8.30330598548935,41.8250000866069
15536456,-8.52368873966754,41.8161460566863
15536462,-8.75899505872275,41.7520089810643
15536465,-8.34968366381837,41.7336544827453
15536467,-8.38915640329964,41.7333334196578
15536470,-8.29713037991684,41.7125000862604
15536472,-8.24170099900587,41.6937500187249
15536474,-8.35356889545755,41.6829168571973
15536475,-8.3572576625466,41.6812500187162
15536478,-8.05286679281403,41.656250148337
15536481,-8.06054322259564,41.5447919382981
15536486,-8.0350218227893,41.5354166852809
15536487,-8.04563624436067,41.5312500186114
15536488,-8.03794052138817,41.5263259148572
15536489,-8.19539008977667,41.5270833519418
15536490,-8.18425882989226,41.5270833519418
15536491,-8.23264581758199,41.5199406342946
15536492,-8.22268871724133,41.5229166852722
15536493,-8.19319673206357,41.5223215545559
15536494,-8.05573057069592,41.5229166852722
15536495,-8.2365814947803,41.5008931649278
15536496,-8.23567348158861,41.4937500185852
15536498,-8.67735514664946,41.4895833519157
15536499,-8.06439050586813,41.4881945225722
15536500,-8.69848597279403,41.4812500185765
15536501,-8.08643993696737,41.4791667522125
15536502,-8.71271080253888,41.4670835232839
15536506,-8.7029126629913,41.4520833518896
15536507,-8.67892005395929,41.4285429228425
15536508,-8.70179491035971,41.4437500185505
15536509,-8.0522547430777,41.4412500827563
15536510,-8.68122569954283,41.4354168198607
15536511,-8.68956210328121,41.4354166852113
15536512,-8.69456175862455,41.4312500185418
15536513,-8.66010573973317,41.4229166852027
15536514,-8.70400081450533,41.4187500185331
15536515,-8.69534462224119,41.4104168360654
15536516,-8.64788266581282,41.4145833518635
15536517,-8.65332860348239,41.405416834817
15536518,-8.66343924680557,41.4062500185244
15536519,-8.64677344511222,41.4062500185244
15536520,-8.06787872849497,41.4026043474567
15536522,-8.67843568335013,41.3937500185158
15536523,-8.66704971825223,41.3916667519459
15536524,-7.60598779150333,41.3895833518462
15536525,-8.62901291337399,41.3770833518375
15536526,-8.65011582861261,41.3687500184984
15536527,-8.58713271885226,41.3437501526875
15536532,-8.50458675145326,41.2959938307264
15536535,-7.96933516253859,41.272679598399
15536537,-8.56920034362839,41.2812500184379
15536538,-8.56182080896358,41.2743056330927
15536539,-8.63075961677911,41.2645833517597
15536541,-8.63105343323724,41.2458334181699
15536545,-8.20211000573345,41.1395833516736
15536548,-7.89760306074612,41.045833417566
15536550,-7.75384138952227,40.9979166849097
15536552,-7.7418212984755,40.9895833515707
15536553,-8.13224899799367,40.9718752700063
15536554,-8.1361782641558,40.9645833515536
15536555,-8.12411663119069,40.9562500182146
15536556,-8.32279534719561,40.9469908628134
15536558,-7.79712399137882,40.943750018206
15536559,-7.78057544381993,40.9437500182061
15536566,-7.81056864965583,40.6484376759248
15536569,-6.87701469779683,40.2455357944878
15536570,-6.6245124705734,40.0709939450203
15536571,-8.63990090917293,39.9979166842371
15536572,-8.63040446878626,39.9927084634242
15536573,-8.55254770106089,39.9254958169094
15536574,-8.26765959247141,39.4812500172315
15536575,-3.80850422414087,39.3812500171666
15536576,-8.45741534702241,39.2208334122241
15536577,-9.06468047544124,39.0083334116208
15536578,-4.0456077796679,39.006250016925
15536579,-4.03345647449755,38.9929689576091
15536580,-6.32265922719051,38.9653422944302
15536584,-5.64423326722113,38.9440285934932
15536586,-7.08297900394258,38.9328421914855
15536587,-6.28884748034196,38.9375000780874
15536588,-7.05348916749313,38.9326389610955
15536590,-7.96787712840975,38.9087939234304
15536591,-6.01977122891865,38.9229168466699
15536592,-7.99239630643632,38.9145833501997
15536593,-5.63352588700269,38.9036460720114
15536595,-8.71962154384639,38.7312501556223
15536596,-8.15023866458488,38.6562500167022
15536597,-7.44709262787269,38.4875000768244
15536598,-7.42120788475537,38.4687500165838
15536599,-7.41056434530056,38.4687500165838
15536600,-7.43449094978344,38.4552408107853
15536603,-5.57890862707438,38.4562500165759
15536604,-7.63217254284546,38.1479166830496
15536605,-7.6473012034573,38.1226398438577
15536606,-7.7341500009614,38.1009122944715
15536607,-7.25638683326874,38.0759528488097
15536608,-7.55582576198481,38.0706260363416
15536610,-7.75666115466533,38.0729166830029
15536611,-7.71152918374677,38.0631945115135
15536612,-4.7718496794008,38.0620835019449
15536613,-7.73703433212637,38.062500075647
15536615,-7.82119328618498,38.0406035744533
15536616,-7.25946687724047,38.0229168409261
15536617,-7.264776308209,38.0149042596731
15536619,-7.26351734750887,38.0104166829641
15536620,-7.77910972163839,37.9354166829176
15536621,-7.84783976774823,37.9099658843052
15536622,-7.78797760316732,37.936511750682
15536624,-7.79297109340472,37.9166667419128
15536625,-8.25108677080564,37.8601777744573
15536628,-7.84995690135514,37.9062500162329
15536631,-8.3190089123456,37.8979166828944
15536634,-7.99297049469962,37.865576278067
15536638,-7.73624157138905,37.8528203301318
15536642,-7.74173691733392,37.8312500161865
15536643,-5.88394457317398,37.820833408317
15536644,-8.08081874752687,37.7990795327216
15536647,-5.5877720036259,37.8104166828403
15536648,-5.57690937085458,37.8062500161711
15536649,-5.15501551773168,37.8062500161711
15536650,-5.12654193779212,37.7934301421834
15536651,-5.15707046736282,37.7979166828327
15536652,-5.12250653888027,37.7937500161634
15536654,-5.16007942375176,37.7843751791449
15536656,-5.84092373807794,37.7770833494865
15536657,-5.14663732588171,37.7743057830732
15536659,-5.88934456079908,37.7562500161403
15536660,-5.42981127928095,37.6986014773333
15536662,-5.40672118288693,37.714583349448
15536664,-5.46931180415753,37.7062500161096
15536665,-5.33492379501449,37.6822177445017
15536667,-5.39264368138144,37.7020833494403
15536669,-8.35912050534785,37.6927083933317
15536670,-5.92123656238988,37.6937500161019
15536677,-5.56592452655302,37.6229240727126
15536678,-5.48264656463394,37.6729166827558
15536680,-5.23659273941034,37.6673611791763
15536681,-5.2163660177976,37.6666667412296
15536683,-5.38202273211067,37.6645833494173
15536684,-5.48172328071949,37.6604166827481
15536685,-5.06841213997086,37.6583334078734
15536686,-5.49694744010541,37.6527779000516
15536688,-5.4340486365772,37.6562500160789
15536689,-5.19382258452901,37.6529167201529
15536690,-5.30743878483311,37.6520833494096
15536691,-5.0707116765233,37.6534722902565
15536693,-5.21685169348611,37.6486112362406
15536694,-5.07559495760705,37.6479166827404
15536695,-5.44892043276987,37.6437500160712
15536698,-5.47987842771795,37.6354166827327
15536699,-5.74746453009057,37.625694668603
15536700,-5.51639978521763,37.6312500160635
15536701,-5.50587732496902,37.6312500160635
15536702,-5.61047286503123,37.6229166827251
15536703,-5.65224119487702,37.6187500160559
15536705,-5.75351140694337,37.6131945138383
15536706,-5.68284797790224,37.6062500160482
15536707,-5.74717810805133,37.5993056241878
15536708,-5.65097467891307,37.602083349379
15536709,-5.55862794924041,37.5979166827098
15536710,-5.76603052394053,37.5937500160406
15536711,-5.55002103686092,37.581036867546
15536712,-5.6493930039528,37.5812500160329
15536713,-5.61474683194839,37.5750000743134
15536714,-5.51640735430382,37.5604166826868
15536715,-5.48487000878071,37.5604166826868
15536716,-5.50676147199253,37.5579167391093
15536717,-5.47048143284571,37.5362508180985
15536718,-5.50347211776813,37.5428575990846
15536719,-5.99355085444161,37.5458334075675
15536720,-5.5150800300787,37.5218426300949
15536721,-6.01460739569123,37.5423835836239
15536722,-6.02915791009392,37.5312500160023
15536726,-5.54021078832487,37.5270833493331
15536727,-5.53495691370331,37.5270833493331
15536729,-5.49639237406991,37.5170834045745
15536730,-4.84978690731889,37.4937500159794
15536731,-5.87154330063421,37.4645835603779
15536733,-5.41978562960291,37.4604168374085
15536734,-5.41051786433206,37.4629167378584
15536735,-5.86580305643913,37.4583334073303
15536736,-5.40403799512766,37.4604166826257
15536737,-5.87929878325493,37.4373225479235
15536738,-5.85514183171136,37.4562500159565
